"Step","cosmic-field-350 - mean_reward","cosmic-field-350 - mean_reward__MIN","cosmic-field-350 - mean_reward__MAX"
"337661","13","13","13"
"337786","12.6","12.6","12.6"
"338003","16.9","16.9","16.9"
"338132","14.2","14.2","14.2"
"338245","13.6","13.6","13.6"
"338416","13.6","13.6","13.6"
"338533","12","12","12"
"338636","11.5","11.5","11.5"
"338845","17.4","17.4","17.4"
"338990","18","18","18"
"339071","17.4","17.4","17.4"
"339220","17.9","17.9","17.9"
"339477","17.9","17.9","17.9"
"339644","19.3","19.3","19.3"
"339801","20.3","20.3","20.3"
"339940","19.2","19.2","19.2"
"340051","19.3","19.3","19.3"
"340214","19.1","19.1","19.1"
"340325","13.1","13.1","13.1"
"340456","13.4","13.4","13.4"
"340537","13.5","13.5","13.5"
"340678","13.4","13.4","13.4"
"340889","12.6","12.6","12.6"
"341002","10.8","10.8","10.8"
"341119","10","10","10"
"341206","9.1","9.1","9.1"
"341325","9","9","9"
"341512","11.5","11.5","11.5"
"341661","12.1","12.1","12.1"
"341772","11.4","11.4","11.4"
"341923","12.4","12.4","12.4"
"342116","13.1","13.1","13.1"
"342317","11.6","11.6","11.6"
"342520","12.9","12.9","12.9"
"342747","18.6","18.6","18.6"
"342932","23.2","23.2","23.2"
"343041","23.3","23.3","23.3"
"343228","24.3","24.3","24.3"
"343357","24.3","24.3","24.3"
"343454","24","24","24"
"343617","25.1","25.1","25.1"
"343720","23.6","23.6","23.6"
"343845","22.2","22.2","22.2"
"343946","21","21","21"
"344251","19.6","19.6","19.6"
"344336","15","15","15"
"344567","17.3","17.3","17.3"
"344732","15.6","15.6","15.6"
"344819","14.4","14.4","14.4"
"344904","14.1","14.1","14.1"
"345137","15.6","15.6","15.6"
"345246","15.7","15.7","15.7"
"345399","15.9","15.9","15.9"
"345628","19","19","19"
"345753","15","15","15"
"345968","18.5","18.5","18.5"
"346149","20","20","20"
"346358","24.5","24.5","24.5"
"346507","25.5","25.5","25.5"
"346690","28.7","28.7","28.7"
"346789","25.4","25.4","25.4"
"346918","26","26","26"
"347055","26.1","26.1","26.1"
"347176","23.4","23.4","23.4"
"347273","23.1","23.1","23.1"
"347364","19.8","19.8","19.8"
"347481","16","16","16"
"347646","11.9","11.9","11.9"
"347889","16.1","16.1","16.1"
"348010","13.6","13.6","13.6"
"348189","18.2","18.2","18.2"
"348282","17.5","17.5","17.5"
"348383","16.5","16.5","16.5"
"348488","15.8","15.8","15.8"
"348655","16.8","16.8","16.8"
"348886","21.8","21.8","21.8"
"349053","22.8","22.8","22.8"
"349154","21.1","21.1","21.1"
"349333","17.7","17.7","17.7"
"349556","20.9","20.9","20.9"
"349721","18.3","18.3","18.3"
"349918","20.3","20.3","20.3"
"350145","25","25","25"
"350326","28.2","28.2","28.2"
"350493","28.5","28.5","28.5"
"350588","23.4","23.4","23.4"
"350747","23.3","23.3","23.3"
"350870","23.2","23.2","23.2"
"350989","22.2","22.2","22.2"
"351120","19.5","19.5","19.5"
"351401","22.5","22.5","22.5"
"351572","21.6","21.6","21.6"
"351661","16.9","16.9","16.9"
"351854","16","16","16"
"352101","18.4","18.4","18.4"
"352352","24.7","24.7","24.7"
"352527","26.3","26.3","26.3"
"352628","26.3","26.3","26.3"
"352727","25.9","25.9","25.9"
"352894","27.4","27.4","27.4"
"353049","23.5","23.5","23.5"
"353184","23","23","23"
"353357","26.4","26.4","26.4"
"353586","28.1","28.1","28.1"
"353767","26.2","26.2","26.2"
"353874","20.4","20.4","20.4"
"353991","18.2","18.2","18.2"
"354172","20.5","20.5","20.5"
"354301","21.2","21.2","21.2"
"354500","23.5","23.5","23.5"
"354667","24.9","24.9","24.9"
"354778","25","25","25"
"354899","22","22","22"
"355034","19","19","19"
"355187","18","18","18"
"355342","19","19","19"
"355483","19.4","19.4","19.4"
"355722","22.4","22.4","22.4"
"355855","22.2","22.2","22.2"
"356014","18.7","18.7","18.7"
"356213","21","21","21"
"356422","24","24","24"
"356599","24.8","24.8","24.8"
"356764","24.9","24.9","24.9"
"356857","23.7","23.7","23.7"
"357096","25.8","25.8","25.8"
"357315","28.7","28.7","28.7"
"357476","24.9","24.9","24.9"
"357691","27.2","27.2","27.2"
"357798","26.4","26.4","26.4"
"357923","22.1","22.1","22.1"
"358078","19.8","19.8","19.8"
"358193","19.1","19.1","19.1"
"358300","18.2","18.2","18.2"
"358421","18.7","18.7","18.7"
"358696","19.9","19.9","19.9"
"358895","18","18","18"
"359096","18.4","18.4","18.4"
"359257","16.8","16.8","16.8"
"359436","18.9","18.9","18.9"
"359605","20.7","20.7","20.7"
"359768","21.6","21.6","21.6"
"359875","21.3","21.3","21.3"
"359964","21","21","21"
"360111","21.5","21.5","21.5"
"360202","16.7","16.7","16.7"
"360331","15","15","15"
"360440","13.1","13.1","13.1"
"360663","16.8","16.8","16.8"
"360782","14.9","14.9","14.9"
"360985","16.2","16.2","16.2"
"361194","16.6","16.6","16.6"
"361451","23.6","23.6","23.6"
"361578","24.5","24.5","24.5"
"361709","24.5","24.5","24.5"
"361836","25","25","25"
"362047","28","28","28"
"362140","27.7","27.7","27.7"
"362353","25.6","25.6","25.6"
"362532","27.9","27.9","27.9"
"362629","24.2","24.2","24.2"
"362734","21.5","21.5","21.5"
"362841","14.4","14.4","14.4"
"362942","13.6","13.6","13.6"
"363081","13.4","13.4","13.4"
"363302","16.4","16.4","16.4"
"363409","13.3","13.3","13.3"
"363520","13.9","13.9","13.9"
"363603","10.7","10.7","10.7"
"363736","8.6","8.6","8.6"
"363833","8.8","8.8","8.8"
"363938","9","9","9"
"364129","11","11","11"
"364286","12.1","12.1","12.1"
"364413","12.3","12.3","12.3"
"364532","9.6","9.6","9.6"
"364629","9.4","9.4","9.4"
"364810","11.3","11.3","11.3"
"365065","14.2","14.2","14.2"
"365254","16.5","16.5","16.5"
"365423","18","18","18"
"365578","19.6","19.6","19.6"
"365689","17.9","17.9","17.9"
"365798","16.9","16.9","16.9"
"365893","15.9","15.9","15.9"
"365998","15.4","15.4","15.4"
"366153","16.2","16.2","16.2"
"366262","13.8","13.8","13.8"
"366481","14.4","14.4","14.4"
"366614","11.9","11.9","11.9"
"366721","10.5","10.5","10.5"
"366820","8.9","8.9","8.9"
"366935","9","9","9"
"367116","12.2","12.2","12.2"
"367223","12.5","12.5","12.5"
"367412","15.7","15.7","15.7"
"367649","18.5","18.5","18.5"
"367742","18.3","18.3","18.3"
"367925","18.4","18.4","18.4"
"368084","19","19","19"
"368277","21.6","21.6","21.6"
"368472","23.6","23.6","23.6"
"368691","27.3","27.3","27.3"
"368870","26.3","26.3","26.3"
"369079","31","31","31"
"369224","28.8","28.8","28.8"
"369433","28.2","28.2","28.2"
"369548","29","29","29"
"369699","26.5","26.5","26.5"
"369870","26.8","26.8","26.8"
"370023","25.8","25.8","25.8"
"370152","24.5","24.5","24.5"
"370371","25.5","25.5","25.5"
"370468","23.4","23.4","23.4"
"370579","18.7","18.7","18.7"
"370776","23.9","23.9","23.9"
"370947","22.1","22.1","22.1"
"371122","23","23","23"
"371335","25.4","25.4","25.4"
"371452","24.5","24.5","24.5"
"371631","25.1","25.1","25.1"
"371764","25","25","25"
"371865","20","20","20"
"372032","20.9","20.9","20.9"
"372255","26.3","26.3","26.3"
"372370","20.5","20.5","20.5"
"372531","21.2","21.2","21.2"
"372748","25.4","25.4","25.4"
"372925","24","24","24"
"373092","26","26","26"
"373257","25.8","25.8","25.8"
"373380","25.8","25.8","25.8"
"373471","25.6","25.6","25.6"
"373684","27.6","27.6","27.6"
"373889","26.8","26.8","26.8"
"374014","26.7","26.7","26.7"
"374147","25.7","25.7","25.7"
"374368","23.9","23.9","23.9"
"374539","24","24","24"
"374684","22.3","22.3","22.3"
"374789","20.2","20.2","20.2"
"375020","23.5","23.5","23.5"
"375171","24.3","24.3","24.3"
"375424","29.3","29.3","29.3"
"375583","26.5","26.5","26.5"
"375686","26.2","26.2","26.2"
"375823","26.2","26.2","26.2"
"375972","22.9","22.9","22.9"
"376167","23.7","23.7","23.7"
"376286","23.3","23.3","23.3"
"376391","23.3","23.3","23.3"
"376592","21.8","21.8","21.8"
"376747","22.4","22.4","22.4"
"376856","14.7","14.7","14.7"
"377095","16","16","16"
"377202","16","16","16"
"377333","15.8","15.8","15.8"
"377626","22.8","22.8","22.8"
"377769","21.1","21.1","21.1"
"377918","20.7","20.7","20.7"
"378209","24.7","24.7","24.7"
"378336","22.9","22.9","22.9"
"378467","22.3","22.3","22.3"
"378582","22.3","22.3","22.3"
"378761","23.2","23.2","23.2"
"378890","23.8","23.8","23.8"
"379099","25.3","25.3","25.3"
"379298","20.8","20.8","20.8"
"379519","24.6","24.6","24.6"
"379688","26.9","26.9","26.9"
"379851","24.4","24.4","24.4"
"379936","23.3","23.3","23.3"
"380095","23.4","23.4","23.4"
"380306","25.1","25.1","25.1"
"380461","22.1","22.1","22.1"
"380674","22","22","22"
"380895","21.5","21.5","21.5"
"381012","18.8","18.8","18.8"
"381263","22.5","22.5","22.5"
"381452","22.8","22.8","22.8"
"381645","22.9","22.9","22.9"
"381808","24.3","24.3","24.3"
"382019","26.4","26.4","26.4"
"382134","24.5","24.5","24.5"
"382371","28.2","28.2","28.2"
"382468","27.7","27.7","27.7"
"382559","26.1","26.1","26.1"
"382722","27.9","27.9","27.9"
"382921","21.6","21.6","21.6"
"383034","19.3","19.3","19.3"
"383141","17.9","17.9","17.9"
"383308","18.1","18.1","18.1"
"383393","14.8","14.8","14.8"
"383590","20.2","20.2","20.2"
"383781","18.3","18.3","18.3"
"383982","20","20","20"
"384123","20.8","20.8","20.8"
"384306","21","21","21"
"384571","27.9","27.9","27.9"
"384744","29.1","29.1","29.1"
"384909","29.8","29.8","29.8"
"385042","29.4","29.4","29.4"
"385275","35.2","35.2","35.2"
"385398","30.2","30.2","30.2"
"385527","28","28","28"
"385690","27.4","27.4","27.4"
"385847","27.6","27.6","27.6"
"385952","25.3","25.3","25.3"
"386181","22.3","22.3","22.3"
"386436","29.5","29.5","29.5"
"386591","29.1","29.1","29.1"
"386758","29.4","29.4","29.4"
"386879","24.4","24.4","24.4"
"387058","27.2","27.2","27.2"
"387195","27.3","27.3","27.3"
"387292","26.2","26.2","26.2"
"387465","28.1","28.1","28.1"
"387694","31.7","31.7","31.7"
"387805","26","26","26"
"387954","18.3","18.3","18.3"
"388099","18.2","18.2","18.2"
"388344","23.2","23.2","23.2"
"388591","24.8","24.8","24.8"
"388770","23.1","23.1","23.1"
"388961","24.7","24.7","24.7"
"389160","25","25","25"
"389299","22.9","22.9","22.9"
"389470","21.3","21.3","21.3"
"389633","22.2","22.2","22.2"
"389754","21.8","21.8","21.8"
"389971","26","26","26"
"390144","22.7","22.7","22.7"
"390341","22.1","22.1","22.1"
"390474","21.2","21.2","21.2"
"390631","20","20","20"
"390882","25.9","25.9","25.9"
"391009","25.7","25.7","25.7"
"391134","24.1","24.1","24.1"
"391267","23.5","23.5","23.5"
"391426","23.4","23.4","23.4"
"391675","23.8","23.8","23.8"
"391860","24.8","24.8","24.8"
"391991","24","24","24"
"392138","24.4","24.4","24.4"
"392237","23.1","23.1","23.1"
"392366","17.4","17.4","17.4"
"392679","24.5","24.5","24.5"
"392900","27.9","27.9","27.9"
"393057","29.2","29.2","29.2"
"393180","29.2","29.2","29.2"
"393299","24.7","24.7","24.7"
"393580","27.5","27.5","27.5"
"393733","27.9","27.9","27.9"
"393972","35.5","35.5","35.5"
"394069","35.6","35.6","35.6"
"394334","39.2","39.2","39.2"
"394497","32.3","32.3","32.3"
"394726","32.9","32.9","32.9"
"394875","31.3","31.3","31.3"
"394976","30.5","30.5","30.5"
"395153","32.6","32.6","32.6"
"395324","27.2","27.2","27.2"
"395555","31.1","31.1","31.1"
"395728","25.5","25.5","25.5"
"395959","28.2","28.2","28.2"
"396148","26.2","26.2","26.2"
"396331","26.6","26.6","26.6"
"396416","22.1","22.1","22.1"
"396513","21.9","21.9","21.9"
"396770","27.9","27.9","27.9"
"397013","30.1","30.1","30.1"
"397154","30","30","30"
"397355","25","25","25"
"397538","24.1","24.1","24.1"
"397667","21.9","21.9","21.9"
"397782","20.1","20.1","20.1"
"397903","18.8","18.8","18.8"
"398104","22.4","22.4","22.4"
"398241","23.4","23.4","23.4"
"398342","17.9","17.9","17.9"
"398439","12.7","12.7","12.7"
"398544","11.8","11.8","11.8"
"398729","14.4","14.4","14.4"
"398912","14.6","14.6","14.6"
"399165","19.7","19.7","19.7"
"399400","24.4","24.4","24.4"
"399557","25.5","25.5","25.5"
"399644","21.9","21.9","21.9"
"399863","26.9","26.9","26.9"
"399988","27.1","27.1","27.1"
"400141","28.2","28.2","28.2"
"400284","28.8","28.8","28.8"
"400393","26.4","26.4","26.4"
"400586","25.1","25.1","25.1"
"400679","19.3","19.3","19.3"
"400798","14.7","14.7","14.7"
"400929","14.2","14.2","14.2"
"401146","18.2","18.2","18.2"
"401283","12.4","12.4","12.4"
"401556","19.7","19.7","19.7"
"401801","25.5","25.5","25.5"
"401962","25.7","25.7","25.7"
"402063","25.4","25.4","25.4"
"402272","29.1","29.1","29.1"
"402409","30.3","30.3","30.3"
"402538","30.5","30.5","30.5"
"402673","30.9","30.9","30.9"
"402840","27.9","27.9","27.9"
"402933","27.3","27.3","27.3"
"403090","20","20","20"
"403337","20.5","20.5","20.5"
"403476","20.4","20.4","20.4"
"403699","28.5","28.5","28.5"
"403886","28.2","28.2","28.2"
"404111","32.5","32.5","32.5"
"404272","33.2","33.2","33.2"
"404415","33","33","33"
"404576","33.5","33.5","33.5"
"404789","39.8","39.8","39.8"
"405016","43.8","43.8","43.8"
"405121","36.8","36.8","36.8"
"405270","37.2","37.2","37.2"
"405415","30.6","30.6","30.6"
"405630","31","31","31"
"405825","28.4","28.4","28.4"
"406030","31.6","31.6","31.6"
"406221","32.6","32.6","32.6"
"406350","31.7","31.7","31.7"
"406481","26.2","26.2","26.2"
"406608","22.3","22.3","22.3"
"406839","24.3","24.3","24.3"
"407022","26.6","26.6","26.6"
"407151","25.8","25.8","25.8"
"407256","20.9","20.9","20.9"
"407481","21.2","21.2","21.2"
"407652","18.2","18.2","18.2"
"407861","19.3","19.3","19.3"
"408050","20.9","20.9","20.9"
"408289","25.7","25.7","25.7"
"408540","31.7","31.7","31.7"
"408757","33.9","33.9","33.9"
"408946","31.8","31.8","31.8"
"409115","33.1","33.1","33.1"
"409272","34.3","34.3","34.3"
"409429","32.6","32.6","32.6"
"409632","33.6","33.6","33.6"
"409893","39.8","39.8","39.8"
"410136","43","43","43"
"410299","38.9","38.9","38.9"
"410488","34.5","34.5","34.5"
"410621","30.8","30.8","30.8"
"410808","31.1","31.1","31.1"
"410959","30.6","30.6","30.6"
"411154","31","31","31"
"411317","30.5","30.5","30.5"
"411568","34.9","34.9","34.9"
"411711","26.6","26.6","26.6"
"411852","22.1","22.1","22.1"
"412131","28.2","28.2","28.2"
"412362","28","28","28"
"412543","29.2","29.2","29.2"
"412748","30.3","30.3","30.3"
"412859","29.3","29.3","29.3"
"413120","33.4","33.4","33.4"
"413311","35.8","35.8","35.8"
"413416","28.7","28.7","28.7"
"413639","31.7","31.7","31.7"
"413742","30.9","30.9","30.9"
"413909","25.4","25.4","25.4"
"414028","24.2","24.2","24.2"
"414301","30.8","30.8","30.8"
"414516","31.1","31.1","31.1"
"414691","32.8","32.8","32.8"
"414846","28.3","28.3","28.3"
"415081","31.2","31.2","31.2"
"415382","38.6","38.6","38.6"
"415587","39.5","39.5","39.5"
"415794","45.5","45.5","45.5"
"415971","45.2","45.2","45.2"
"416118","45.4","45.4","45.4"
"416333","41.3","41.3","41.3"
"416550","43.3","43.3","43.3"
"416671","41.9","41.9","41.9"
"416806","41.7","41.7","41.7"
"416921","35.8","35.8","35.8"
"417140","32.2","32.2","32.2"
"417245","27.8","27.8","27.8"
"417444","26.8","26.8","26.8"
"417563","25.7","25.7","25.7"
"417798","30.8","30.8","30.8"
"418023","29.9","29.9","29.9"
"418164","25.2","25.2","25.2"
"418289","24.9","24.9","24.9"
"418510","27.1","27.1","27.1"
"418665","28.3","28.3","28.3"
"418808","25.7","25.7","25.7"
"418967","26.3","26.3","26.3"
"419200","25","25","25"
"419443","30.3","30.3","30.3"
"419700","31.5","31.5","31.5"
"419883","31.2","31.2","31.2"
"420092","32.5","32.5","32.5"
"420255","33","33","33"
"420460","33.7","33.7","33.7"
"420725","40","40","40"
"420918","42.7","42.7","42.7"
"421141","47","47","47"
"421318","45.5","45.5","45.5"
"421489","41","41","41"
"421640","34.7","34.7","34.7"
"421855","34.1","34.1","34.1"
"421986","32.9","32.9","32.9"
"422157","34.2","34.2","34.2"
"422362","34.9","34.9","34.9"
"422569","32.6","32.6","32.6"
"422826","33.4","33.4","33.4"
"422943","28.6","28.6","28.6"
"423072","27.2","27.2","27.2"
"423193","26.6","26.6","26.6"
"423312","25.6","25.6","25.6"
"423441","23.7","23.7","23.7"
"423688","29.8","29.8","29.8"
"423881","30","30","30"
"424092","28.3","28.3","28.3"
"424371","30.8","30.8","30.8"
"424644","33","33","33"
"424799","34.7","34.7","34.7"
"425020","37","37","37"
"425131","36.4","36.4","36.4"
"425350","39.7","39.7","39.7"
"425483","39.8","39.8","39.8"
"425716","37.3","37.3","37.3"
"425921","37.4","37.4","37.4"
"426198","39.5","39.5","39.5"
"426363","33.5","33.5","33.5"
"426564","28.6","28.6","28.6"
"426737","28.1","28.1","28.1"
"426858","25.2","25.2","25.2"
"427099","28.6","28.6","28.6"
"427290","27.7","27.7","27.7"
"427473","29.1","29.1","29.1"
"427690","30.1","30.1","30.1"
"427917","32.7","32.7","32.7"
"428102","30.8","30.8","30.8"
"428289","31.5","31.5","31.5"
"428394","29.5","29.5","29.5"
"428689","35.4","35.4","35.4"
"428906","36.4","36.4","36.4"
"429129","34.6","34.6","34.6"
"429372","37.9","37.9","37.9"
"429575","38.7","38.7","38.7"
"429788","38.7","38.7","38.7"
"429919","34.2","34.2","34.2"
"430080","32.5","32.5","32.5"
"430405","34.8","34.8","34.8"
"430618","40.2","40.2","40.2"
"430771","34.1","34.1","34.1"
"430952","33.4","33.4","33.4"
"431123","33.6","33.6","33.6"
"431370","32.9","32.9","32.9"
"431569","32.7","32.7","32.7"
"431670","27.3","27.3","27.3"
"431889","30.1","30.1","30.1"
"432076","32.2","32.2","32.2"
"432233","28.6","28.6","28.6"
"432482","29.2","29.2","29.2"
"432683","29.8","29.8","29.8"
"432880","31.7","31.7","31.7"
"433141","37.7","37.7","37.7"
"433282","33.7","33.7","33.7"
"433431","31.9","31.9","31.9"
"433666","34.9","34.9","34.9"
"433863","33.8","33.8","33.8"
"434264","33.6","33.6","33.6"
"434431","35","35","35"
"434650","31.4","31.4","31.4"
"434815","30.9","30.9","30.9"
"435042","31.9","31.9","31.9"
"435165","24.5","24.5","24.5"
"435324","24.6","24.6","24.6"
"435581","32.7","32.7","32.7"
"435712","30.2","30.2","30.2"
"435945","33.7","33.7","33.7"
"436140","33.4","33.4","33.4"
"436241","30.7","30.7","30.7"
"436464","31.5","31.5","31.5"
"436615","31.2","31.2","31.2"
"436774","29.2","29.2","29.2"
"436953","32.7","32.7","32.7"
"437192","35.9","35.9","35.9"
"437333","27.8","27.8","27.8"
"437438","27.5","27.5","27.5"
"437583","22.6","22.6","22.6"
"437754","21.3","21.3","21.3"
"437951","25.9","25.9","25.9"
"438120","24.6","24.6","24.6"
"438309","26.2","26.2","26.2"
"438560","30.2","30.2","30.2"
"438809","30.8","30.8","30.8"
"439010","29","29","29"
"439171","29.3","29.3","29.3"
"439396","34.4","34.4","34.4"
"439629","38.5","38.5","38.5"
"439824","38.7","38.7","38.7"
"440005","35.4","35.4","35.4"
"440220","36","36","36"
"440353","33.6","33.6","33.6"
"440560","33.5","33.5","33.5"
"440677","29.4","29.4","29.4"
"440962","29.6","29.6","29.6"
"441185","30.8","30.8","30.8"
"441366","27.5","27.5","27.5"
"441599","30.1","30.1","30.1"
"441766","29.8","29.8","29.8"
"442015","30.8","30.8","30.8"
"442154","29.3","29.3","29.3"
"442331","31.1","31.1","31.1"
"442548","29.5","29.5","29.5"
"442711","30.7","30.7","30.7"
"442850","29","29","29"
"443017","28.1","28.1","28.1"
"443248","29.7","29.7","29.7"
"443475","24.6","24.6","24.6"
"443680","24.7","24.7","24.7"
"443945","26.8","26.8","26.8"
"444070","26.2","26.2","26.2"
"444327","29.5","29.5","29.5"
"444482","27.3","27.3","27.3"
"444711","30.3","30.3","30.3"
"445016","33.7","33.7","33.7"
"445285","40.8","40.8","40.8"
"445466","39.2","39.2","39.2"
"445723","38.3","38.3","38.3"
"445874","37.5","37.5","37.5"
"446041","34.6","34.6","34.6"
"446260","38.4","38.4","38.4"
"446387","33.7","33.7","33.7"
"446650","39.6","39.6","39.6"
"446801","36.5","36.5","36.5"
"447090","35","35","35"
"447195","26.4","26.4","26.4"
"447446","31.8","31.8","31.8"
"447585","31.4","31.4","31.4"
"447712","31","31","31"
"447859","30.6","30.6","30.6"
"448074","31.6","31.6","31.6"
"448309","37.3","37.3","37.3"
"448500","31.2","31.2","31.2"
"448723","35.9","35.9","35.9"
"448852","33.9","33.9","33.9"
"449069","40.1","40.1","40.1"
"449284","35.1","35.1","35.1"
"449545","39.6","39.6","39.6"
"449766","44","44","44"
"449935","45","45","45"
"450174","45.5","45.5","45.5"
"450403","46.2","46.2","46.2"
"450556","45.7","45.7","45.7"
"450757","41.2","41.2","41.2"
"450884","40.9","40.9","40.9"
"451093","39.9","39.9","39.9"
"451244","38.7","38.7","38.7"
"451357","33.4","33.4","33.4"
"451466","28.3","28.3","28.3"
"451721","29.2","29.2","29.2"
"451944","26.6","26.6","26.6"
"452103","20.2","20.2","20.2"
"452280","20.5","20.5","20.5"
"452463","21.5","21.5","21.5"
"452714","29.3","29.3","29.3"
"452991","27.4","27.4","27.4"
"453096","26.2","26.2","26.2"
"453225","26.2","26.2","26.2"
"453448","30.5","30.5","30.5"
"453673","32.4","32.4","32.4"
"453838","30.4","30.4","30.4"
"454027","31.7","31.7","31.7"
"454216","35","35","35"
"454477","36.1","36.1","36.1"
"454662","29.3","29.3","29.3"
"454773","26.1","26.1","26.1"
"455036","32.5","32.5","32.5"
"455225","34.9","34.9","34.9"
"455450","36.5","36.5","36.5"
"455729","40.2","40.2","40.2"
"455878","40.1","40.1","40.1"
"456045","39.3","39.3","39.3"
"456188","35.5","35.5","35.5"
"456331","32.6","32.6","32.6"
"456576","37.1","37.1","37.1"
"456799","41.9","41.9","41.9"
"456972","36.7","36.7","36.7"
"457219","40.1","40.1","40.1"
"457332","34.5","34.5","34.5"
"457477","27.1","27.1","27.1"
"457692","27.1","27.1","27.1"
